InventoryID,ProductID,Warehouse,StockAvailable,ReorderLevel,LastRestocked,Supplier,ProductName,Category,SubCategory,CostPrice,SellingPrice,InventoryValue,Contribution,Cumulative,ABC_Category
175,175,Delhi,247,77,2026-06-28,Som-Rama,Headphones 175,Electronics,Headphones,537,992.88,132639,0.04,98.02,C
182,182,Bengaluru,38,72,2026-05-05,Vora-Jhaveri,Jacket 182,Clothing,Jacket,3458,4910.66,131404,0.04,98.06,C
427,427,Delhi,108,76,2026-04-29,Natarajan-Chandran,Football 427,Sports,Football,1213,2162.99,131004,0.04,98.1,C
109,109,Delhi,186,71,2026-05-08,Master Inc,Cricket Bat 109,Sports,Cricket Bat,696,1335.06,129456,0.04,98.14,C
318,318,Mumbai,27,32,2026-05-29,"Brar, Ramesh and Chawla",Shirt 318,Clothing,Shirt,4772,7681.56,128844,0.04,98.18,C
417,417,Mumbai,274,61,2026-07-09,Goel-Dyal,Fan 417,Home,Fan,468,696.96,128232,0.04,98.22,C
161,161,Bengaluru,41,33,2026-05-10,"Rana, Majumdar and Rajagopal",Football 161,Sports,Football,3082,3773.93,126362,0.04,98.26,C
145,145,Bengaluru,322,36,2026-06-15,Mohanty-Chanda,Chair 145,Home,Chair,385,463.12,123970,0.04,98.3,C
1,1,Bengaluru,148,64,2026-07-12,Bali-Keer,Shirt 1,Clothing,Shirt,829,1267.2,122692,0.04,98.34,C
345,345,Delhi,158,72,2026-07-10,Parmar-Anand,Table 345,Home,Table,747,1002.22,118026,0.04,98.38,C
89,89,Hyderabad,28,28,2026-07-19,Mitra Ltd,Gloves 89,Sports,Gloves,4151,8274.23,116228,0.04,98.42,C
43,43,Bengaluru,45,68,2026-06-20,Lad-Mangat,Lamp 43,Home,Lamp,2574,4109.32,115830,0.04,98.45,C
42,42,Delhi,413,34,2026-05-03,"Divan, Oza and Gola",Helmet 42,Sports,Helmet,279,537.91,115227,0.04,98.49,C
242,242,Bengaluru,242,20,2026-06-11,Pai-Om,Shoes 242,Clothing,Shoes,473,759.25,114466,0.04,98.52,C
235,235,Bengaluru,30,54,2026-06-28,Salvi-Radhakrishnan,Football 235,Sports,Football,3728,6573.76,111840,0.04,98.56,C
285,285,Hyderabad,128,24,2026-05-21,Comar-Gandhi,Cricket Bat 285,Sports,Cricket Bat,871,1311.18,111488,0.04,98.6,C
197,197,Delhi,499,68,2026-07-04,Madan-Pall,Helmet 197,Sports,Helmet,220,264.81,109780,0.03,98.63,C
164,164,Hyderabad,383,28,2026-06-19,Borra Ltd,Jeans 164,Clothing,Jeans,282,551.2,108006,0.03,98.66,C
67,67,Mumbai,223,23,2026-06-17,Parsa-Dey,Table 67,Home,Table,484,694.37,107932,0.03,98.7,C
375,375,Delhi,346,57,2026-06-03,Tata LLC,Laptop 375,Electronics,Laptop,307,594.54,106222,0.03,98.73,C
346,346,Mumbai,361,41,2026-06-21,Jhaveri Ltd,Lamp 346,Home,Lamp,281,457.58,101441,0.03,98.76,C
231,231,Bengaluru,129,42,2026-05-20,Kunda-Konda,Football 231,Sports,Football,746,1085.88,96234,0.03,98.79,C
226,226,Hyderabad,324,69,2026-05-12,"Swaminathan, Viswanathan and Subramaniam",Jeans 226,Clothing,Jeans,294,448.32,95256,0.03,98.82,C
224,224,Mumbai,372,36,2026-06-08,Pai Group,Football 224,Sports,Football,256,336.35,95232,0.03,98.85,C
288,288,Hyderabad,22,57,2026-05-21,Loyal Ltd,Cricket Bat 288,Sports,Cricket Bat,4265,8218.19,93830,0.03,98.88,C
181,181,Delhi,150,65,2026-05-06,Nayar-Atwal,Laptop 181,Electronics,Laptop,619,1055.82,92850,0.03,98.91,C
71,71,Delhi,26,46,2026-06-08,Mangat-Mohanty,Lamp 71,Home,Lamp,3570,6754.95,92820,0.03,98.94,C
275,275,Delhi,126,38,2026-07-10,Patla LLC,Table 275,Home,Table,736,1033.84,92736,0.03,98.97,C
493,493,Mumbai,363,30,2026-04-30,Pal and Sons,Shirt 493,Clothing,Shirt,253,364.57,91839,0.03,99.0,C
221,221,Mumbai,199,56,2026-07-16,Mitter Group,Chair 221,Home,Chair,448,714.43,89152,0.03,99.03,C
297,297,Bengaluru,475,64,2026-04-23,"Suresh, Raman and Tripathi",Table 297,Home,Table,183,318.15,86925,0.03,99.06,C
140,140,Mumbai,52,77,2026-07-10,"Yadav, Chaudry and Sunder",Tablet 140,Electronics,Tablet,1651,2473.42,85852,0.03,99.08,C
401,401,Mumbai,66,38,2026-05-16,Maharaj-Karnik,Table 401,Home,Table,1289,1763.17,85074,0.03,99.11,C
166,166,Bengaluru,372,55,2026-06-25,Sane PLC,Shoes 166,Clothing,Shoes,220,317.28,81840,0.03,99.14,C
329,329,Bengaluru,18,42,2026-06-08,Guha-Oommen,Laptop 329,Electronics,Laptop,4472,7995.76,80496,0.03,99.16,C
449,449,Mumbai,213,25,2026-05-29,Dash Group,Fan 449,Home,Fan,376,528.49,80088,0.03,99.19,C
258,258,Mumbai,390,20,2026-07-14,Bahri-Bandi,Jacket 258,Clothing,Jacket,190,239.08,74100,0.02,99.21,C
409,409,Mumbai,71,36,2026-05-25,"Mand, Saha and Toor",Shirt 409,Clothing,Shirt,1039,1688.64,73769,0.02,99.23,C
303,303,Delhi,150,60,2026-07-13,"Sarin, Loyal and Chand",Helmet 303,Sports,Helmet,485,739.98,72750,0.02,99.26,C
208,208,Mumbai,23,24,2026-06-01,"Thaker, Kade and Kapadia",Table 208,Home,Table,3048,4725.25,70104,0.02,99.28,C
469,469,Bengaluru,60,34,2026-05-11,"Dutt, Bobal and Suri",Fan 469,Home,Fan,1151,1938.69,69060,0.02,99.3,C
450,450,Hyderabad,238,80,2026-05-05,"Chad, Chand and Choudhury",Chair 450,Home,Chair,288,439.31,68544,0.02,99.32,C
188,188,Hyderabad,56,75,2026-05-27,Gour Group,Shirt 188,Clothing,Shirt,1216,2425.86,68096,0.02,99.34,C
388,388,Delhi,41,48,2026-05-15,Konda-Saha,Cricket Bat 388,Sports,Cricket Bat,1657,3172.98,67937,0.02,99.36,C
136,136,Bengaluru,285,64,2026-07-18,Wali-Prakash,Shirt 136,Clothing,Shirt,233,291.35,66405,0.02,99.39,C
384,384,Bengaluru,206,43,2026-06-15,Ramesh PLC,Cricket Bat 384,Sports,Cricket Bat,319,536.16,65714,0.02,99.41,C
115,115,Bengaluru,333,70,2026-05-02,Bhandari-Rattan,Jacket 115,Clothing,Jacket,196,240.81,65268,0.02,99.43,C
143,143,Delhi,16,76,2026-05-09,Chowdhury PLC,Laptop 143,Electronics,Laptop,4053,5759.68,64848,0.02,99.45,C
148,148,Delhi,89,25,2026-05-09,Vala and Sons,Gloves 148,Sports,Gloves,710,1040.24,63190,0.02,99.47,C
75,75,Delhi,53,38,2026-07-09,"Mitra, Kanda and Chopra",Headphones 75,Electronics,Headphones,1171,1632.39,62063,0.02,99.49,C
281,281,Bengaluru,459,76,2026-07-19,"Natt, Iyer and Sanghvi",Headphones 281,Electronics,Headphones,135,236.13,61965,0.02,99.51,C
373,373,Bengaluru,204,73,2026-05-19,Sane-Krishna,Football 373,Sports,Football,301,584.56,61404,0.02,99.53,C
339,339,Mumbai,14,40,2026-06-14,Nagy-Rajagopal,Helmet 339,Sports,Helmet,4190,6136.93,58660,0.02,99.54,C
480,480,Bengaluru,171,33,2026-04-30,"Krishna, Bali and Doctor",Shirt 480,Clothing,Shirt,324,425.46,55404,0.02,99.56,C
282,282,Hyderabad,57,80,2026-06-19,"Anand, Aurora and Tella",Headphones 282,Electronics,Headphones,971,1765.51,55347,0.02,99.58,C
311,311,Mumbai,163,41,2026-06-07,Varughese-Chanda,Shirt 311,Clothing,Shirt,338,476.9,55094,0.02,99.6,C
386,386,Mumbai,29,37,2026-05-08,"Dube, Wable and Raman",Lamp 386,Home,Lamp,1846,3558.42,53534,0.02,99.61,C
451,451,Hyderabad,28,29,2026-05-24,"Sampath, Sundaram and Mishra",Lamp 451,Home,Lamp,1907,3005.83,53396,0.02,99.63,C
11,11,Hyderabad,23,78,2026-06-02,Varghese LLC,Laptop 11,Electronics,Laptop,2225,3631.37,51175,0.02,99.65,C
116,116,Bengaluru,15,57,2026-04-26,"Arya, Vohra and Upadhyay",Laptop 116,Electronics,Laptop,3346,5194.44,50190,0.02,99.66,C
472,472,Delhi,42,74,2026-05-31,"Deo, Chander and Kibe",Headphones 472,Electronics,Headphones,1157,1445.05,48594,0.02,99.68,C
65,65,Delhi,298,32,2026-05-14,Barad and Sons,Gloves 65,Sports,Gloves,162,200.77,48276,0.02,99.69,C
60,60,Delhi,13,60,2026-06-16,Babu Ltd,Football 60,Sports,Football,3560,6216.52,46280,0.01,99.71,C
484,484,Mumbai,381,77,2026-05-20,"Krish, Sunder and Palla",Fan 484,Home,Fan,118,194.03,44958,0.01,99.72,C
456,456,Bengaluru,271,75,2026-07-06,Bir Group,Fan 456,Home,Fan,165,221.66,44715,0.01,99.74,C
56,56,Hyderabad,86,28,2026-05-27,Chopra-Narula,Lamp 56,Home,Lamp,503,648.12,43258,0.01,99.75,C
412,412,Bengaluru,39,56,2026-07-14,"Bath, Patla and Kulkarni",Jacket 412,Clothing,Jacket,1099,1893.09,42861,0.01,99.76,C
481,481,Bengaluru,34,80,2026-06-29,Yadav LLC,Chair 481,Home,Chair,1217,2218.63,41378,0.01,99.78,C
151,151,Bengaluru,13,42,2026-05-07,Kannan LLC,Headphones 151,Electronics,Headphones,3138,4516.44,40794,0.01,99.79,C
413,413,Bengaluru,193,30,2026-07-06,Mand PLC,Table 413,Home,Table,211,403.18,40723,0.01,99.8,C
4,4,Mumbai,38,55,2026-07-09,"Dewan, Chand and Rajagopalan",Cricket Bat 4,Sports,Cricket Bat,1017,1288.34,38646,0.01,99.81,C
320,320,Mumbai,15,43,2026-06-04,Goel-Kota,Lamp 320,Home,Lamp,2561,4417.27,38415,0.01,99.83,C
495,495,Mumbai,103,80,2026-05-15,Basak Group,Football 495,Sports,Football,367,602.52,37801,0.01,99.84,C
44,44,Mumbai,38,22,2026-06-01,Choudhury-Thakur,Chair 44,Home,Chair,897,1384.19,34086,0.01,99.85,C
420,420,Bengaluru,46,51,2026-06-21,Vala-Nazareth,Chair 420,Home,Chair,734,1213.29,33764,0.01,99.86,C
46,46,Delhi,53,27,2026-06-19,Bala LLC,Gloves 46,Sports,Gloves,617,972.41,32701,0.01,99.87,C
57,57,Delhi,54,65,2026-05-12,"Chacko, Tank and Grewal",Jeans 57,Clothing,Jeans,579,1086.12,31266,0.01,99.88,C
243,243,Hyderabad,45,65,2026-07-03,Rajagopalan-Solanki,Chair 243,Home,Chair,689,1125.97,31005,0.01,99.89,C
28,28,Hyderabad,47,30,2026-05-26,Bala Inc,Table 28,Home,Table,630,979.75,29610,0.01,99.9,C
268,268,Hyderabad,189,30,2026-05-18,Din Inc,Jeans 268,Clothing,Jeans,153,218.07,28917,0.01,99.91,C
376,376,Mumbai,24,25,2026-07-01,Modi-Sane,Cricket Bat 376,Sports,Cricket Bat,1148,1437.95,27552,0.01,99.92,C
385,385,Bengaluru,13,38,2026-06-16,"Pandit, Padmanabhan and Hans",Shoes 385,Clothing,Shoes,2116,3121.47,27508,0.01,99.93,C
393,393,Hyderabad,53,43,2026-07-12,"Jain, Nori and Yadav",Headphones 393,Electronics,Headphones,473,761.13,25069,0.01,99.93,C
497,497,Mumbai,18,43,2026-06-04,Vaidya-Minhas,Football 497,Sports,Football,1353,2582.74,24354,0.01,99.94,C
440,440,Hyderabad,16,80,2026-05-09,Tata and Sons,Shirt 440,Clothing,Shirt,1398,1812.98,22368,0.01,99.95,C
29,29,Hyderabad,23,57,2026-06-10,Andra Ltd,Jacket 29,Clothing,Jacket,937,1413.7,21551,0.01,99.96,C
238,238,Delhi,107,47,2026-06-05,Oommen Inc,Laptop 238,Electronics,Laptop,179,355.5,19153,0.01,99.96,C
10,10,Bengaluru,93,46,2026-05-05,"Balan, Shankar and Hegde",Fan 10,Home,Fan,194,316.47,18042,0.01,99.97,C
255,255,Bengaluru,67,73,2026-05-12,"Dutt, Mittal and Warrior",Table 255,Home,Table,268,322.2,17956,0.01,99.97,C
314,314,Bengaluru,83,59,2026-06-01,Kapur-Oommen,Gloves 314,Sports,Gloves,214,342.59,17762,0.01,99.98,C
477,477,Bengaluru,42,29,2026-05-03,Salvi-Hegde,Jeans 477,Clothing,Jeans,405,565.2,17010,0.01,99.98,C
27,27,Hyderabad,33,54,2026-07-11,Contractor Inc,Fan 27,Home,Fan,309,436.47,10197,0.0,99.99,C
91,91,Mumbai,42,48,2026-05-27,Kala-Patla,Fan 91,Home,Fan,211,410.35,8862,0.0,99.99,C
334,334,Mumbai,13,55,2026-05-06,"Mital, Pingle and Srinivasan",Jacket 334,Clothing,Jacket,571,851.78,7423,0.0,99.99,C
135,135,Delhi,32,53,2026-05-05,Datta-Bhasin,Laptop 135,Electronics,Laptop,222,299.28,7104,0.0,99.99,C
87,87,Mumbai,10,29,2026-05-11,Warrior-Jain,Fan 87,Home,Fan,591,712.09,5910,0.0,100.0,C
441,441,Delhi,17,29,2026-06-22,"Oommen, Shroff and Wason",Tablet 441,Electronics,Tablet,292,531.35,4964,0.0,100.0,C
180,180,Mumbai,44,59,2026-06-08,"Patla, Setty and Mitra",Fan 180,Home,Fan,100,176.82,4400,0.0,100.0,C
304,304,Mumbai,29,77,2026-07-12,Patla Group,Cricket Bat 304,Sports,Cricket Bat,123,214.73,3567,0.0,100.0,C
